Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal
Existing Customer,30.0,F,1.0,Graduate,Single,Less than $40K,Blue,20.0,5.0,2.0,3.0,5030.0,1327.0
Existing Customer,60.0,F,1.0,Unknown,Single,Less than $40K,Blue,47.0,6.0,1.0,1.0,2394.0,1427.0
Existing Customer,33.0,M,3.0,Graduate,Married,$80K - $120K,Blue,36.0,5.0,3.0,4.0,2711.0,2073.0
Existing Customer,65.0,M,0.0,Doctorate,Single,Unknown,Blue,56.0,3.0,2.0,2.0,28410.0,1608.0
Existing Customer,37.0,F,2.0,Unknown,Single,Less than $40K,Blue,19.0,6.0,5.0,2.0,2152.0,1682.0
Existing Customer,51.0,M,2.0,Unknown,Single,$120K +,Silver,31.0,2.0,2.0,2.0,34516.0,585.0
Existing Customer,50.0,M,2.0,Uneducated,Married,$40K - $60K,Blue,43.0,1.0,3.0,1.0,12458.0,1332.0
Existing Customer,53.0,F,2.0,Post-Graduate,Married,$40K - $60K,Blue,40.0,5.0,1.0,4.0,2127.0,1995.0
Existing Customer,41.0,M,2.0,High School,Married,$120K +,Blue,36.0,4.0,3.0,2.0,10816.0,871.0
Existing Customer,64.0,F,0.0,Graduate,Single,Less than $40K,Blue,56.0,4.0,2.0,3.0,2294.0,1582.0
Existing Customer,45.0,M,4.0,College,Divorced,$80K - $120K,Blue,37.0,6.0,5.0,1.0,1535.0,0.0
Existing Customer,52.0,M,3.0,Graduate,Married,$60K - $80K,Blue,36.0,3.0,3.0,2.0,18336.0,2077.0
Existing Customer,57.0,M,2.0,Uneducated,Married,$80K - $120K,Blue,52.0,6.0,2.0,4.0,10974.0,0.0
Existing Customer,35.0,F,4.0,Uneducated,Married,Less than $40K,Blue,26.0,5.0,1.0,4.0,2494.0,1316.0
Existing Customer,34.0,F,3.0,Uneducated,Single,$40K - $60K,Blue,20.0,1.0,2.0,3.0,8698.0,874.0
Existing Customer,53.0,M,3.0,College,Single,$120K +,Silver,44.0,4.0,4.0,2.0,34516.0,1073.0
Existing Customer,49.0,F,2.0,Graduate,Single,Unknown,Blue,38.0,6.0,3.0,3.0,5076.0,871.0
Existing Customer,51.0,F,2.0,High School,Single,$40K - $60K,Blue,37.0,5.0,1.0,1.0,2621.0,2426.0
Existing Customer,33.0,M,1.0,Uneducated,Married,$120K +,Blue,16.0,6.0,1.0,3.0,10705.0,1352.0
Existing Customer,58.0,F,1.0,Graduate,Married,Unknown,Blue,48.0,2.0,3.0,1.0,9926.0,2216.0
Existing Customer,44.0,M,3.0,Graduate,Unknown,$80K - $120K,Blue,33.0,3.0,3.0,3.0,34516.0,0.0
Existing Customer,31.0,M,2.0,Graduate,Unknown,$80K - $120K,Silver,22.0,2.0,3.0,2.0,34516.0,1780.0
Existing Customer,48.0,M,3.0,Unknown,Unknown,$60K - $80K,Blue,36.0,2.0,1.0,2.0,8290.0,1030.0
Existing Customer,51.0,F,3.0,High School,Married,Less than $40K,Blue,40.0,6.0,3.0,3.0,7540.0,773.0
Existing Customer,42.0,M,2.0,Graduate,Single,$60K - $80K,Blue,31.0,3.0,2.0,1.0,5169.0,2296.0
Existing Customer,44.0,F,3.0,College,Single,Less than $40K,Blue,24.0,5.0,1.0,4.0,9297.0,1668.0
Existing Customer,34.0,F,4.0,Graduate,Single,$40K - $60K,Blue,28.0,2.0,3.0,1.0,4022.0,1680.0
Existing Customer,60.0,M,2.0,Graduate,,$60K - $80K,Blue,48.0,3.0,4.0,1.0,10886.0,1145.0
Existing Customer,53.0,M,3.0,College,Married,$120K +,Blue,43.0,4.0,2.0,5.0,14938.0,1155.0
Existing Customer,40.0,M,2.0,High School,Married,$120K +,Blue,27.0,5.0,3.0,1.0,12248.0,1323.0
Existing Customer,37.0,F,2.0,High School,Married,Less than $40K,Blue,27.0,6.0,6.0,2.0,3148.0,0.0
Existing Customer,42.0,M,2.0,Graduate,Unknown,$40K - $60K,Blue,30.0,3.0,2.0,5.0,3735.0,1723.0
Existing Customer,32.0,F,0.0,High School,Single,Unknown,Blue,21.0,2.0,3.0,1.0,4251.0,2295.0
Existing Customer,39.0,F,1.0,Graduate,Single,$40K - $60K,Blue,32.0,3.0,3.0,1.0,3812.0,1103.0
Existing Customer,40.0,F,2.0,Graduate,Single,Less than $40K,Blue,29.0,4.0,3.0,2.0,2295.0,0.0
Existing Customer,42.0,M,2.0,Graduate,Single,$40K - $60K,Blue,28.0,3.0,1.0,3.0,1711.0,0.0
Existing Customer,36.0,F,2.0,Unknown,Married,Less than $40K,Blue,29.0,6.0,3.0,4.0,2029.0,1190.0
Existing Customer,46.0,F,3.0,Uneducated,Married,$40K - $60K,Blue,36.0,6.0,3.0,2.0,13387.0,0.0
Existing Customer,41.0,F,3.0,Unknown,Single,Less than $40K,Blue,29.0,4.0,2.0,3.0,1966.0,1452.0
Existing Customer,40.0,M,3.0,Uneducated,Divorced,$80K - $120K,Blue,25.0,4.0,3.0,4.0,11721.0,1175.0
Existing Customer,51.0,M,1.0,High School,Married,$120K +,Blue,43.0,2.0,3.0,2.0,30172.0,1825.0
Existing Customer,60.0,F,0.0,Graduate,Unknown,Less than $40K,Blue,36.0,4.0,3.0,1.0,3828.0,0.0
Existing Customer,27.0,M,0.0,Unknown,Single,$40K - $60K,Blue,17.0,5.0,1.0,2.0,4610.0,0.0
Existing Customer,55.0,M,1.0,Uneducated,Single,$60K - $80K,Silver,46.0,4.0,2.0,4.0,25991.0,0.0
Existing Customer,51.0,F,3.0,College,Married,Less than $40K,Blue,36.0,6.0,2.0,2.0,1936.0,0.0
Existing Customer,40.0,M,4.0,Doctorate,Single,Unknown,Blue,24.0,3.0,2.0,4.0,18806.0,1192.0
Existing Customer,39.0,F,2.0,Graduate,Divorced,Less than $40K,Blue,31.0,5.0,3.0,4.0,6798.0,918.0
Existing Customer,47.0,F,4.0,Unknown,Unknown,Less than $40K,Blue,36.0,5.0,3.0,2.0,4944.0,1151.0
Existing Customer,51.0,F,3.0,Graduate,Married,Less than $40K,Blue,44.0,6.0,1.0,3.0,7742.0,2024.0
Existing Customer,60.0,F,1.0,Doctorate,Single,Unknown,Blue,47.0,1.0,1.0,1.0,3803.0,1448.0
Existing Customer,51.0,M,3.0,High School,Married,$60K - $80K,Blue,36.0,3.0,2.0,4.0,10305.0,691.0
Existing Customer,43.0,M,4.0,Graduate,Single,$60K - $80K,Blue,24.0,5.0,3.0,2.0,19188.0,0.0
Existing Customer,47.0,F,3.0,Graduate,Married,Less than $40K,Blue,36.0,4.0,2.0,2.0,1776.0,1519.0
Existing Customer,50.0,F,1.0,Graduate,Single,$40K - $60K,Silver,31.0,2.0,2.0,3.0,18386.0,0.0
Existing Customer,50.0,F,3.0,College,,Unknown,Blue,44.0,2.0,1.0,3.0,24735.0,2296.0
Existing Customer,51.0,M,1.0,Doctorate,Married,$80K - $120K,Blue,44.0,5.0,2.0,4.0,8031.0,1167.0
Existing Customer,42.0,F,3.0,High School,Married,Unknown,Blue,37.0,3.0,3.0,3.0,4540.0,2517.0
Existing Customer,37.0,F,2.0,Graduate,Divorced,Less than $40K,Silver,32.0,1.0,3.0,2.0,12033.0,1025.0
Existing Customer,49.0,F,3.0,Unknown,Single,$40K - $60K,Blue,42.0,4.0,,4.0,5129.0,1654.0
Existing Customer,37.0,M,2.0,High School,Married,$80K - $120K,Blue,31.0,3.0,2.0,4.0,7304.0,0.0
Existing Customer,51.0,M,4.0,Uneducated,Single,$80K - $120K,Silver,38.0,4.0,1.0,4.0,,1515.0
Existing Customer,48.0,F,4.0,Uneducated,Married,Less than $40K,Blue,41.0,5.0,3.0,4.0,2340.0,1680.0
Existing Customer,52.0,F,1.0,College,Married,Unknown,Blue,43.0,3.0,3.0,1.0,10431.0,2163.0
Existing Customer,44.0,M,4.0,Uneducated,Single,$40K - $60K,Blue,33.0,4.0,3.0,3.0,1714.0,0.0
Existing Customer,56.0,M,2.0,College,Married,$120K +,Blue,36.0,6.0,3.0,2.0,27157.0,1547.0
Existing Customer,49.0,M,4.0,High School,Married,$120K +,Gold,36.0,1.0,1.0,1.0,34516.0,1634.0
Existing Customer,47.0,F,3.0,High School,Married,Unknown,Blue,43.0,4.0,3.0,2.0,13473.0,1335.0
Existing Customer,41.0,F,2.0,Uneducated,Married,Less than $40K,Blue,33.0,3.0,3.0,3.0,3893.0,1157.0
Existing Customer,42.0,F,3.0,College,Married,Less than $40K,Blue,36.0,6.0,2.0,1.0,8260.0,2517.0
Existing Customer,39.0,M,3.0,College,Single,$40K - $60K,Blue,28.0,6.0,2.0,2.0,1640.0,1177.0
Existing Customer,51.0,M,4.0,Uneducated,Single,$120K +,Silver,39.0,5.0,2.0,1.0,34516.0,1959.0
Existing Customer,37.0,M,5.0,Post-Graduate,Married,$80K - $120K,Blue,26.0,2.0,1.0,2.0,16730.0,1956.0
Existing Customer,39.0,M,2.0,Post-Graduate,Unknown,$80K - $120K,Blue,29.0,1.0,1.0,3.0,9959.0,1501.0
Existing Customer,62.0,M,0.0,Unknown,Married,$40K - $60K,Blue,48.0,4.0,1.0,2.0,1438.3,0.0
Existing Customer,48.0,F,3.0,Unknown,Married,$40K - $60K,Blue,36.0,1.0,6.0,2.0,2804.0,1057.0
Existing Customer,41.0,F,4.0,Post-Graduate,Single,Less than $40K,Blue,36.0,5.0,4.0,1.0,2968.0,1873.0
Existing Customer,26.0,M,1.0,College,Divorced,$40K - $60K,Blue,21.0,3.0,3.0,2.0,1438.3,0.0
Existing Customer,46.0,M,1.0,Graduate,Single,$80K - $120K,Blue,41.0,4.0,2.0,3.0,8916.0,0.0
Existing Customer,46.0,M,3.0,Graduate,Married,$120K +,Blue,42.0,3.0,3.0,4.0,9227.0,938.0
Existing Customer,46.0,F,0.0,Graduate,Single,Unknown,Blue,34.0,6.0,1.0,2.0,9216.0,2059.0
Existing Customer,42.0,M,3.0,High School,Married,$80K - $120K,Blue,36.0,4.0,3.0,2.0,25944.0,1987.0
Existing Customer,55.0,F,1.0,Unknown,Single,Unknown,Blue,42.0,4.0,5.0,3.0,1438.3,0.0
Existing Customer,40.0,F,2.0,Post-Graduate,Divorced,Unknown,Blue,27.0,6.0,3.0,1.0,8494.0,2023.0
Existing Customer,46.0,F,2.0,Graduate,Married,Unknown,Blue,36.0,6.0,2.0,1.0,5547.0,0.0
Existing Customer,44.0,M,0.0,High School,Divorced,$80K - $120K,Blue,34.0,5.0,2.0,2.0,5293.0,1236.0
Existing Customer,50.0,M,3.0,Uneducated,Single,$80K - $120K,Blue,35.0,1.0,2.0,1.0,19000.0,2389.0
Existing Customer,59.0,F,0.0,College,Married,$40K - $60K,Blue,53.0,3.0,2.0,0.0,1438.3,0.0
Existing Customer,36.0,M,2.0,College,Single,$80K - $120K,Blue,31.0,5.0,2.0,3.0,5821.0,764.0
Existing Customer,40.0,M,3.0,Graduate,Single,$40K - $60K,Blue,32.0,5.0,1.0,2.0,2526.0,2303.0
Existing Customer,42.0,M,3.0,Post-Graduate,Unknown,$80K - $120K,Blue,37.0,1.0,1.0,3.0,32106.0,0.0
Existing Customer,51.0,F,4.0,Uneducated,Single,Less than $40K,Blue,37.0,4.0,4.0,2.0,1765.0,1487.0
Existing Customer,37.0,M,2.0,Uneducated,Married,$120K +,Blue,23.0,4.0,3.0,3.0,7607.0,2170.0
Existing Customer,48.0,F,4.0,College,Married,$40K - $60K,Blue,37.0,3.0,6.0,2.0,1792.0,933.0
Existing Customer,44.0,F,3.0,High School,Single,Less than $40K,Blue,25.0,2.0,1.0,1.0,2085.0,1528.0
Existing Customer,46.0,M,3.0,Uneducated,Single,$120K +,Blue,36.0,5.0,1.0,3.0,26977.0,1961.0
Existing Customer,45.0,F,3.0,Uneducated,Unknown,Less than $40K,Blue,36.0,4.0,,3.0,6245.0,0.0
Existing Customer,50.0,F,3.0,Graduate,Divorced,Unknown,Silver,45.0,2.0,1.0,2.0,34516.0,2381.0
Existing Customer,42.0,F,3.0,Doctorate,Married,$40K - $60K,Blue,36.0,4.0,4.0,3.0,4142.0,688.0
Existing Customer,46.0,M,4.0,Graduate,Single,$80K - $120K,Silver,40.0,5.0,1.0,4.0,34516.0,0.0
Existing Customer,50.0,F,4.0,Uneducated,Single,Less than $40K,Blue,43.0,4.0,3.0,2.0,2835.0,2292.0
Existing Customer,43.0,F,5.0,Uneducated,Single,Less than $40K,Blue,36.0,4.0,3.0,2.0,2057.0,1279.0
Existing Customer,47.0,F,3.0,Graduate,Unknown,Unknown,Blue,34.0,5.0,1.0,4.0,18064.0,2039.0
Existing Customer,53.0,F,4.0,Graduate,Single,Less than $40K,Blue,44.0,1.0,1.0,3.0,4737.0,1649.0
Existing Customer,35.0,F,2.0,High School,Married,Less than $40K,Blue,22.0,4.0,3.0,3.0,2544.0,1848.0
Existing Customer,56.0,F,3.0,College,,Unknown,Blue,36.0,5.0,1.0,3.0,1438.3,0.0
Existing Customer,46.0,M,3.0,Graduate,Single,$80K - $120K,Blue,38.0,4.0,1.0,2.0,8101.0,1266.0
Existing Customer,42.0,F,3.0,Graduate,Single,Less than $40K,Blue,35.0,5.0,2.0,4.0,5596.0,1086.0
Existing Customer,52.0,F,0.0,Graduate,Single,Unknown,Blue,36.0,3.0,4.0,1.0,12366.0,0.0
Existing Customer,43.0,F,4.0,Graduate,Married,Less than $40K,Blue,38.0,4.0,2.0,2.0,2655.0,1650.0
Existing Customer,48.0,M,3.0,College,Divorced,$60K - $80K,Blue,39.0,4.0,3.0,2.0,13233.0,1106.0
Existing Customer,34.0,F,0.0,High School,Married,$40K - $60K,Blue,36.0,5.0,1.0,3.0,3203.0,
Existing Customer,49.0,M,3.0,Unknown,Married,$40K - $60K,Blue,32.0,4.0,3.0,3.0,3114.0,2208.0
Existing Customer,48.0,M,3.0,Graduate,Single,$40K - $60K,Blue,36.0,5.0,2.0,3.0,6880.0,1390.0
Existing Customer,56.0,F,4.0,Uneducated,Married,Less than $40K,Blue,36.0,4.0,1.0,5.0,3652.0,1351.0
Existing Customer,45.0,M,4.0,Graduate,Married,$40K - $60K,Blue,36.0,5.0,3.0,4.0,4112.0,0.0
Existing Customer,40.0,M,2.0,High School,Divorced,$40K - $60K,Blue,35.0,3.0,1.0,1.0,2430.0,974.0
Existing Customer,42.0,M,3.0,Uneducated,Divorced,$60K - $80K,Blue,34.0,2.0,1.0,1.0,2289.0,1195.0
Existing Customer,31.0,F,0.0,Graduate,Married,Unknown,Blue,36.0,4.0,2.0,2.0,2488.0,0.0
Existing Customer,51.0,M,3.0,Post-Graduate,Married,$40K - $60K,Blue,36.0,6.0,1.0,4.0,7925.0,1445.0
Existing Customer,61.0,M,0.0,Post-Graduate,Single,$60K - $80K,Blue,36.0,6.0,2.0,3.0,11236.0,576.0
Existing Customer,38.0,M,1.0,Graduate,Unknown,$40K - $60K,Blue,27.0,5.0,6.0,0.0,13100.0,1436.0
Existing Customer,49.0,M,3.0,Graduate,Unknown,$60K - $80K,Blue,36.0,5.0,2.0,3.0,15942.0,0.0
Existing Customer,46.0,F,2.0,High School,Single,Less than $40K,Blue,36.0,3.0,3.0,4.0,2283.0,1020.0
Existing Customer,43.0,M,4.0,Unknown,Unknown,Less than $40K,,35.0,3.0,3.0,2.0,4177.0,2094.0
Existing Customer,51.0,F,1.0,Unknown,Single,Less than $40K,Blue,42.0,4.0,3.0,3.0,3236.0,0.0
Existing Customer,48.0,M,4.0,Graduate,Single,$40K - $60K,Blue,36.0,5.0,2.0,3.0,7514.0,0.0
Existing Customer,58.0,F,2.0,Uneducated,Single,Unknown,Blue,44.0,1.0,2.0,2.0,2599.0,1407.0
Existing Customer,65.0,M,1.0,High School,Single,Unknown,Blue,36.0,4.0,3.0,5.0,4465.0,703.0
Existing Customer,44.0,M,,High School,Single,$60K - $80K,Blue,35.0,3.0,2.0,2.0,5947.0,995.0
Existing Customer,44.0,F,2.0,High School,Married,Less than $40K,Blue,36.0,2.0,1.0,0.0,6633.0,1322.0
Existing Customer,38.0,M,3.0,High School,Married,$60K - $80K,Blue,26.0,5.0,4.0,2.0,5824.0,1542.0
Existing Customer,58.0,F,2.0,High School,Single,$40K - $60K,Blue,36.0,3.0,3.0,3.0,7372.0,1210.0
Existing Customer,49.0,F,3.0,High School,Married,Less than $40K,Blue,45.0,3.0,3.0,0.0,1638.0,1038.0
Existing Customer,36.0,F,1.0,Graduate,Married,Less than $40K,Blue,25.0,5.0,1.0,2.0,2999.0,1247.0
Existing Customer,32.0,M,1.0,High School,Single,Less than $40K,Blue,23.0,3.0,2.0,3.0,4500.0,0.0
Existing Customer,45.0,F,2.0,Graduate,Unknown,Less than $40K,Blue,35.0,6.0,3.0,3.0,3240.0,2517.0
Existing Customer,47.0,M,4.0,High School,Divorced,$60K - $80K,Blue,36.0,6.0,1.0,3.0,1943.0,1654.0
Existing Customer,41.0,F,3.0,High School,Single,Unknown,Blue,32.0,2.0,1.0,1.0,4745.0,1157.0
Existing Customer,33.0,F,0.0,Unknown,Married,Less than $40K,Blue,28.0,4.0,2.0,4.0,1438.3,0.0
Existing Customer,52.0,F,1.0,Graduate,Single,$40K - $60K,Blue,40.0,2.0,1.0,2.0,4705.0,890.0
Existing Customer,38.0,F,2.0,High School,Married,Unknown,Blue,27.0,5.0,2.0,1.0,14831.0,1302.0
Existing Customer,41.0,M,4.0,High School,Single,$60K - $80K,Blue,28.0,6.0,1.0,4.0,4475.0,0.0
Existing Customer,53.0,M,1.0,Unknown,Married,$120K +,Blue,48.0,3.0,2.0,3.0,3088.0,2083.0
Existing Customer,52.0,F,2.0,Unknown,Single,$40K - $60K,Blue,44.0,2.0,3.0,3.0,9017.0,2359.0
Existing Customer,31.0,M,1.0,Unknown,Married,$40K - $60K,Blue,23.0,5.0,1.0,2.0,13427.0,1562.0
Existing Customer,55.0,F,1.0,Graduate,Married,Less than $40K,Blue,46.0,3.0,3.0,3.0,1606.0,0.0
Existing Customer,38.0,F,2.0,Graduate,Single,Less than $40K,Blue,25.0,6.0,2.0,,1438.3,538.0
Existing Customer,43.0,F,4.0,Uneducated,Married,Less than $40K,Blue,36.0,2.0,1.0,1.0,9684.0,2475.0
Existing Customer,56.0,M,1.0,Unknown,Unknown,$60K - $80K,Blue,43.0,2.0,2.0,3.0,10602.0,1083.0
Existing Customer,51.0,M,3.0,Unknown,Married,$80K - $120K,Blue,43.0,3.0,4.0,5.0,13933.0,1019.0
Existing Customer,35.0,M,2.0,High School,Married,$60K - $80K,Blue,36.0,4.0,2.0,4.0,19127.0,1880.0
Existing Customer,57.0,F,2.0,Graduate,Married,$40K - $60K,Blue,49.0,5.0,1.0,2.0,3377.0,1720.0
Existing Customer,60.0,M,1.0,Graduate,Married,$80K - $120K,Blue,50.0,6.0,2.0,2.0,23412.0,1078.0
Existing Customer,52.0,F,3.0,Unknown,Married,Less than $40K,Blue,41.0,6.0,3.0,2.0,2622.0,1549.0
Existing Customer,46.0,M,2.0,Post-Graduate,Married,$60K - $80K,Blue,36.0,3.0,2.0,2.0,5464.0,887.0
Existing Customer,50.0,M,2.0,Uneducated,Single,Less than $40K,Blue,40.0,4.0,3.0,5.0,2419.0,2380.0
Existing Customer,45.0,F,5.0,Unknown,Unknown,Less than $40K,Blue,37.0,2.0,2.0,2.0,5465.0,1967.0
Existing Customer,40.0,M,5.0,Post-Graduate,Single,$60K - $80K,Blue,30.0,3.0,2.0,2.0,1659.0,0.0
Existing Customer,40.0,F,2.0,Graduate,Married,Less than $40K,Blue,36.0,3.0,2.0,3.0,2423.0,1674.0
Existing Customer,42.0,M,1.0,Uneducated,Divorced,$60K - $80K,Blue,30.0,3.0,2.0,2.0,18570.0,1892.0
Existing Customer,50.0,M,2.0,Unknown,Single,$60K - $80K,Blue,36.0,3.0,1.0,1.0,8074.0,0.0
Existing Customer,52.0,F,1.0,Unknown,Married,Unknown,Blue,45.0,2.0,4.0,0.0,23486.0,0.0
Existing Customer,49.0,M,3.0,Uneducated,Single,$80K - $120K,Blue,43.0,2.0,2.0,2.0,4645.0,1650.0
Existing Customer,39.0,F,3.0,Post-Graduate,Unknown,Unknown,Blue,26.0,6.0,1.0,4.0,3209.0,2517.0
Existing Customer,56.0,F,2.0,High School,Married,Less than $40K,Blue,43.0,1.0,2.0,2.0,2041.0,1158.0
Existing Customer,60.0,M,2.0,Graduate,Married,$60K - $80K,,50.0,3.0,1.0,2.0,9033.0,845.0
Existing Customer,36.0,M,1.0,Graduate,Married,$80K - $120K,Blue,32.0,4.0,4.0,3.0,15488.0,1463.0
Existing Customer,52.0,F,1.0,Graduate,Single,Less than $40K,Blue,36.0,1.0,3.0,3.0,6616.0,831.0
Existing Customer,29.0,F,1.0,Uneducated,Single,Less than $40K,Blue,36.0,1.0,2.0,1.0,3640.0,1419.0
Existing Customer,56.0,M,1.0,Graduate,Married,$120K +,Blue,48.0,6.0,3.0,4.0,2585.0,1207.0
Existing Customer,37.0,M,3.0,High School,Single,$80K - $120K,Blue,31.0,4.0,2.0,4.0,5699.0,1006.0
Existing Customer,42.0,M,4.0,High School,Married,$60K - $80K,Blue,38.0,2.0,2.0,2.0,13426.0,0.0
Existing Customer,61.0,F,0.0,Post-Graduate,Married,$40K - $60K,Blue,53.0,4.0,3.0,2.0,2566.0,2164.0
Existing Customer,41.0,M,4.0,Unknown,Married,Less than $40K,Blue,36.0,1.0,1.0,2.0,1950.0,998.0
Existing Customer,53.0,M,3.0,High School,Married,$120K +,Blue,36.0,3.0,1.0,3.0,21178.0,1796.0
Existing Customer,43.0,M,2.0,Graduate,Married,$120K +,Silver,31.0,6.0,2.0,4.0,34516.0,2398.0
Existing Customer,38.0,F,2.0,High School,Single,Less than $40K,Blue,27.0,6.0,1.0,3.0,2096.0,1567.0
Existing Customer,34.0,M,2.0,Graduate,Single,Less than $40K,Blue,23.0,1.0,3.0,2.0,8940.0,1518.0
Existing Customer,46.0,M,2.0,Uneducated,Married,$80K - $120K,Blue,38.0,4.0,5.0,2.0,11434.0,0.0
Existing Customer,51.0,M,2.0,College,Married,$120K +,Blue,43.0,5.0,2.0,3.0,5232.0,1923.0
Existing Customer,42.0,F,5.0,High School,Single,Unknown,Blue,31.0,6.0,3.0,2.0,4972.0,0.0
Existing Customer,59.0,M,0.0,Uneducated,Single,$40K - $60K,Blue,36.0,3.0,2.0,2.0,11000.0,1013.0
Existing Customer,53.0,F,3.0,Uneducated,Single,Less than $40K,Blue,48.0,6.0,2.0,1.0,1953.0,1215.0
Existing Customer,49.0,F,3.0,High School,Divorced,Unknown,Blue,40.0,3.0,3.0,2.0,5267.0,0.0
Existing Customer,47.0,F,2.0,High School,Single,Less than $40K,Blue,35.0,4.0,2.0,3.0,2262.0,0.0
Existing Customer,33.0,F,1.0,College,Single,Less than $40K,Silver,17.0,4.0,3.0,2.0,13431.0,1583.0
Existing Customer,,F,3.0,Doctorate,Single,Less than $40K,Blue,39.0,4.0,3.0,3.0,1764.0,0.0
Existing Customer,58.0,F,0.0,High School,Married,Less than $40K,Blue,36.0,3.0,3.0,1.0,2241.0,1670.0
Existing Customer,48.0,F,5.0,Doctorate,Married,Less than $40K,Blue,33.0,2.0,1.0,3.0,5814.0,1176.0
Existing Customer,40.0,F,4.0,Graduate,Single,Less than $40K,Blue,30.0,4.0,2.0,2.0,2558.0,0.0
Existing Customer,38.0,M,2.0,Unknown,Married,$40K - $60K,Blue,31.0,3.0,2.0,2.0,2919.0,2192.0
Existing Customer,60.0,M,1.0,Uneducated,Single,$80K - $120K,Blue,51.0,6.0,3.0,4.0,26566.0,2517.0
Existing Customer,37.0,F,4.0,High School,Divorced,$40K - $60K,Blue,22.0,5.0,1.0,3.0,2563.0,1638.0
Existing Customer,45.0,M,4.0,Uneducated,Single,$80K - $120K,Blue,35.0,2.0,2.0,2.0,11318.0,2082.0
Existing Customer,53.0,F,1.0,Graduate,Married,Less than $40K,Blue,39.0,5.0,2.0,4.0,2590.0,1564.0
Existing Customer,57.0,M,1.0,High School,Single,$80K - $120K,Blue,45.0,1.0,6.0,1.0,15030.0,1395.0
Existing Customer,40.0,M,3.0,Uneducated,Married,$80K - $120K,Blue,34.0,4.0,3.0,2.0,14840.0,2043.0
Existing Customer,41.0,M,2.0,Graduate,Married,$80K - $120K,Blue,35.0,3.0,3.0,4.0,10873.0,1514.0
Existing Customer,41.0,M,1.0,Uneducated,Married,$60K - $80K,Blue,25.0,3.0,2.0,0.0,7984.0,1503.0
Existing Customer,52.0,M,2.0,Unknown,Married,$60K - $80K,Blue,36.0,6.0,3.0,4.0,14785.0,1088.0
Existing Customer,37.0,F,3.0,High School,Single,Less than $40K,Blue,25.0,3.0,2.0,4.0,2282.0,0.0
Existing Customer,48.0,F,4.0,High School,Married,Unknown,Blue,36.0,4.0,1.0,2.0,21416.0,0.0
Existing Customer,52.0,F,3.0,Graduate,Married,Less than $40K,Blue,44.0,5.0,5.0,3.0,2421.0,2312.0
Existing Customer,42.0,M,0.0,High School,Unknown,$80K - $120K,Silver,35.0,5.0,2.0,3.0,34516.0,1934.0
Existing Customer,59.0,M,0.0,High School,Married,Less than $40K,Blue,47.0,6.0,3.0,4.0,1479.0,787.0
Existing Customer,50.0,F,3.0,Graduate,Married,$40K - $60K,Blue,41.0,2.0,3.0,1.0,4755.0,0.0
Existing Customer,,F,3.0,Graduate,Unknown,Less than $40K,,33.0,6.0,3.0,2.0,3025.0,2491.0
Existing Customer,53.0,F,1.0,College,Single,Less than $40K,Blue,35.0,3.0,2.0,4.0,2482.0,916.0
Existing Customer,52.0,F,4.0,High School,Single,Less than $40K,Blue,44.0,1.0,1.0,3.0,5721.0,0.0
Existing Customer,35.0,M,2.0,Uneducated,Unknown,$120K +,Blue,29.0,5.0,1.0,2.0,3300.0,1731.0
Existing Customer,41.0,M,4.0,Graduate,Unknown,$40K - $60K,Blue,24.0,4.0,2.0,2.0,1605.0,0.0
Existing Customer,52.0,M,1.0,Graduate,Single,$80K - $120K,Silver,44.0,2.0,1.0,2.0,34516.0,1618.0
Existing Customer,38.0,F,1.0,High School,Single,$40K - $60K,Blue,36.0,1.0,2.0,3.0,2148.0,1103.0
Existing Customer,33.0,F,3.0,College,Single,Less than $40K,Blue,23.0,6.0,4.0,1.0,2562.0,1968.0
Existing Customer,51.0,F,3.0,Graduate,Married,$40K - $60K,Blue,45.0,5.0,2.0,3.0,9117.0,1259.0
Existing Customer,51.0,F,4.0,Graduate,Single,Less than $40K,Blue,42.0,3.0,1.0,3.0,2680.0,1753.0
Existing Customer,50.0,M,0.0,Uneducated,Married,$60K - $80K,Blue,46.0,4.0,1.0,3.0,3640.0,659.0
Existing Customer,53.0,F,2.0,High School,Married,Unknown,Blue,47.0,3.0,1.0,1.0,7469.0,1294.0
Existing Customer,50.0,F,3.0,Uneducated,Married,Unknown,Blue,38.0,4.0,4.0,1.0,11486.0,0.0
Existing Customer,52.0,M,2.0,Graduate,Single,$80K - $120K,Blue,36.0,6.0,2.0,2.0,16026.0,1160.0
Existing Customer,45.0,M,4.0,Uneducated,Married,$60K - $80K,Silver,33.0,5.0,2.0,4.0,25907.0,745.0
Existing Customer,38.0,F,2.0,Graduate,Single,Less than $40K,Blue,26.0,1.0,2.0,1.0,3860.0,1175.0
Existing Customer,53.0,M,,Uneducated,Divorced,$120K +,Blue,47.0,5.0,2.0,1.0,26129.0,1752.0
Existing Customer,44.0,F,2.0,Graduate,Married,Unknown,Blue,37.0,6.0,3.0,2.0,24221.0,1274.0
Existing Customer,40.0,F,5.0,Uneducated,Married,Less than $40K,Blue,24.0,6.0,1.0,1.0,2038.0,793.0
