STA,YR,MO,DA,MAX,MIN
11610,45,11,20,80.0,73.0
22508,45,2,1,80.0,59.0
34022,45,10,4,57.0,48.0
16405,42,8,10,56.0,42.0
31701,44,1,3,77.0,55.0
10804,44,2,22,94.0,69.0
34105,43,10,31,70.0,49.0
10001,43,9,27,84.0,71.0
34022,44,12,28,34.0,21.0
32301,44,11,21,75.0,51.0
32907,44,6,3,92.0,75.0
13201,44,9,8,77.0,65.0
32904,43,11,3,88.0,64.0
13005,45,8,8,88.0,59.0
22502,41,3,4,78.0,64.0
31401,43,8,31,98.0,82.0
30001,44,10,10,85.0,73.0
44401,45,12,2,30.0,15.0
16407,45,6,12,43.0,34.0
80425,44,7,2,89.0,75.0
11604,41,12,18,84.0,74.0
10701,42,12,20,86.0,75.0
32301,45,7,22,106.0,74.0
22504,41,7,3,85.0,74.0
13007,44,4,1,81.0,44.0
10804,45,6,5,90.0,69.0
50302,44,5,23,90.0,70.0
33013,44,9,4,87.0,58.0
13005,44,10,29,71.0,53.0
34150,45,4,21,66.0,56.0
22504,43,8,31,87.0,72.0
11101,43,4,11,79.0,65.0
21501,43,7,11,83.0,65.0
10718,45,11,6,88.0,72.0
13005,44,4,26,84.0,60.0
10102,45,8,17,81.0,72.0
33401,45,7,10,114.0,80.0
11901,43,3,21,81.0,56.0
10001,43,2,4,91.0,72.0
10502,45,5,2,89.0,69.0
16407,43,8,23,39.0,31.0
16201,43,11,27,37.0,30.0
32701,44,1,5,66.0,44.0
22507,44,7,2,86.0,69.0
20501,44,10,6,88.0,74.0
10505,44,11,6,90.0,70.0
22508,42,2,20,71.0,63.0
22504,44,7,29,87.0,74.0
81601,45,11,9,81.0,74.0
81702,42,10,22,85.0,65.0
32904,44,3,17,85.0,62.0
13201,44,11,7,68.0,52.0
11604,45,4,13,83.0,74.0
33501,45,7,9,98.0,63.0
22504,43,6,7,86.0,73.0
32301,45,8,5,113.0,83.0
10002,44,1,7,86.0,72.0
34104,45,6,6,89.0,58.0
32812,44,3,8,96.0,68.0
10002,43,12,24,88.0,72.0
10701,44,8,7,84.0,74.0
33023,44,11,3,72.0,48.0
22504,45,9,24,86.0,69.0
22508,45,8,21,82.0,68.0
10502,44,7,12,86.0,70.0
50801,44,6,16,78.0,70.0
13601,45,8,21,86.0,77.0
33003,45,3,27,63.0,50.0
32702,45,6,25,100.0,84.0
16405,45,7,30,58.0,44.0
12101,43,7,15,114.0,86.0
10505,44,2,2,86.0,71.0
11901,42,12,26,76.0,57.0
60701,45,1,20,88.0,76.0
32301,44,11,18,84.0,58.0
34150,45,8,22,87.0,63.0
50401,43,8,2,92.0,71.0
16407,42,5,17,45.0,36.0
80504,44,8,17,85.0,76.0
13002,45,8,2,78.0,63.0
16407,45,9,26,42.0,35.0
80412,45,7,13,87.0,74.0
32601,43,10,9,101.0,62.0
82403,44,2,28,99.0,75.0
22502,43,11,28,84.0,70.0
11604,44,11,3,82.0,74.0
10502,42,2,7,87.0,70.0
20501,45,1,22,86.0,76.0
33109,44,5,29,79.0,59.0
11101,43,5,14,80.0,70.0
31001,44,7,21,94.0,70.0
50403,45,7,31,90.0,71.0
11604,45,5,29,87.0,76.0
11601,44,3,1,85.0,73.0
10102,43,2,10,90.0,71.0
81404,42,12,9,89.0,77.0
34111,44,2,1,60.0,43.0
32805,45,4,27,99.0,70.0
11101,43,7,6,83.0,78.0
31701,45,1,16,82.0,57.0
13002,43,1,13,67.0,56.0
10703,45,9,15,76.0,75.0
32504,45,4,8,78.0,58.0
31302,44,9,1,76.0,52.0
16407,43,9,8,48.0,32.0
33031,44,9,6,85.0,67.0
32906,44,7,5,92.0,76.0
32904,45,6,29,93.0,77.0
10502,44,7,4,87.0,72.0
32702,44,10,20,96.0,71.0
10502,44,4,5,87.0,70.0
61501,44,3,23,86.0,75.0
34123,44,4,25,71.0,46.0
10101,44,2,20,89.0,73.0
13201,45,4,7,63.0,53.0
32805,43,4,15,98.0,67.0
10502,42,5,28,86.0,71.0
11615,45,2,3,82.0,67.0
12101,45,6,16,104.0,78.0
33019,44,3,16,60.0,43.0
15027,45,1,15,42.0,32.0
22504,41,11,24,84.0,70.0
32301,44,12,14,73.0,43.0
11101,43,10,16,88.0,77.0
33109,45,3,2,61.0,45.0
22502,44,11,6,83.0,70.0
10718,45,4,13,94.0,74.0
82405,44,5,1,82.0,61.0
10802,44,8,5,86.0,73.0
34104,45,3,1,69.0,36.0
80504,44,11,15,86.0,73.0
13005,44,7,16,97.0,65.0
60701,45,3,3,85.0,75.0
10718,44,6,14,86.0,74.0
10807,45,3,24,93.0,68.0
33023,43,5,31,85.0,59.0
82503,45,7,22,68.0,46.0
80412,44,4,30,90.0,75.0
16407,43,10,18,34.0,25.0
10101,44,4,23,88.0,73.0
32815,44,6,21,91.0,78.0
16504,43,9,9,53.0,36.0
81601,43,3,5,91.0,72.0
34150,45,10,12,71.0,44.0
16201,43,8,21,56.0,43.0
11610,45,3,22,84.0,71.0
16405,42,5,29,67.0,36.0
12101,45,4,19,106.0,84.0
10701,44,11,29,89.0,73.0
13601,44,8,17,87.0,74.0
34150,45,9,24,74.0,60.0
22504,41,3,7,74.0,66.0
22504,43,6,10,86.0,74.0
32907,43,9,25,84.0,75.0
10502,44,11,5,90.0,73.0
13201,44,5,28,62.0,56.0
10803,42,11,21,91.0,73.0
32907,44,2,8,74.0,51.0
61502,43,11,20,87.0,77.0
33031,42,12,28,55.0,43.0
16202,44,9,14,54.0,45.0
11604,42,12,27,81.0,71.0
10705,45,4,3,94.0,75.0
61501,44,8,18,71.0,65.0
11902,43,6,9,84.0,73.0
34101,44,1,1,49.0,44.0
11501,45,2,11,83.0,71.0
10701,44,6,30,84.0,70.0
13201,45,6,26,74.0,62.0
12701,44,4,17,95.0,70.0
32904,45,6,15,92.0,75.0
22508,45,10,20,82.0,67.0
10701,44,1,8,89.0,73.0
50302,43,5,27,86.0,72.0
11101,43,4,23,78.0,66.0
33305,44,11,30,57.0,36.0
10701,41,4,24,94.0,78.0
22507,43,1,20,78.0,60.0
10804,43,3,21,92.0,72.0
80504,44,5,22,86.0,76.0
82503,43,11,10,88.0,60.0
82503,44,10,8,82.0,49.0
10705,43,4,11,89.0,74.0
34022,45,12,22,49.0,41.0
32803,43,4,5,106.0,71.0
82501,44,3,15,85.0,61.0
11901,43,1,12,70.0,55.0
11501,44,7,24,78.0,74.0
12001,43,9,22,87.0,61.0
11606,43,9,17,88.0,73.0
10718,43,10,16,83.0,73.0
10804,43,4,26,84.0,72.0
10701,40,11,9,88.0,73.0
11615,44,10,30,85.0,68.0
41207,45,12,17,90.0,70.0
50401,42,12,9,92.0,70.0
33117,45,1,9,56.0,45.0
81404,43,1,23,90.0,78.0
33109,43,10,2,78.0,65.0
50303,45,8,28,83.0,70.0
16405,45,6,30,61.0,47.0
10002,45,4,6,88.0,76.0
11501,44,1,5,83.0,69.0
10505,45,2,8,88.0,68.0
12701,43,11,7,89.0,70.0
11604,45,1,9,80.0,72.0
33206,45,3,11,58.0,33.0
20602,45,4,14,82.0,76.0
10001,44,6,12,86.0,69.0
10718,45,5,14,88.0,72.0
10806,44,4,7,78.0,64.0
31501,44,4,14,88.0,75.0
12101,45,7,2,109.0,82.0
16407,44,8,29,45.0,37.0
80510,44,11,30,87.0,76.0
11501,45,5,10,87.0,75.0
22508,44,9,15,81.0,65.0
10705,43,7,12,93.0,77.0
11501,45,8,23,87.0,75.0
11801,43,11,29,86.0,70.0
16504,42,11,20,41.0,29.0
31302,45,1,6,72.0,44.0
33401,45,8,25,119.0,83.0
33013,44,3,11,47.0,33.0
10001,44,10,27,89.0,74.0
10001,43,7,31,74.0,70.0
41204,45,9,30,85.0,74.0
10803,41,2,10,86.0,77.0
33109,43,11,22,62.0,49.0
50401,44,6,13,92.0,74.0
13002,44,10,29,71.0,54.0
33023,43,9,28,71.0,58.0
32603,45,7,9,103.0,82.0
11901,43,7,16,78.0,61.0
81702,44,10,18,86.0,68.0
34109,44,10,16,71.0,51.0
50302,45,3,23,87.0,76.0
32601,43,9,14,87.0,77.0
11601,43,8,31,87.0,73.0
10502,44,1,14,88.0,67.0
10002,43,7,25,81.0,75.0
22507,44,8,29,85.0,67.0
81601,45,8,18,80.0,74.0
11704,44,7,16,92.0,71.0
20501,45,10,16,88.0,77.0
16504,44,3,22,0.0,-15.0
34150,45,7,25,96.0,68.0
16201,44,6,26,60.0,45.0
31701,45,8,11,78.0,65.0
33109,43,8,14,90.0,72.0
11601,45,12,5,85.0,74.0
82404,43,5,23,72.0,42.0
22504,41,8,28,86.0,78.0
20501,44,7,3,89.0,78.0
16407,45,10,23,38.0,31.0
50403,45,5,18,88.0,75.0
31001,45,5,26,98.0,73.0
82404,43,4,10,95.0,66.0
13601,42,2,18,70.0,61.0
32501,45,3,11,87.0,72.0
80510,45,8,19,87.0,75.0
11101,44,5,7,78.0,67.0
32501,43,7,31,86.0,71.0
50403,45,6,24,90.0,72.0
31401,44,11,7,87.0,72.0
50802,43,10,9,78.0,62.0
10701,44,5,12,85.0,73.0
32301,45,7,5,108.0,78.0
10505,45,4,4,88.0,72.0
10802,43,11,3,84.0,69.0
60701,45,1,26,88.0,76.0
82506,45,2,2,85.0,70.0
22507,44,9,23,86.0,66.0
10502,42,3,12,88.0,67.0
10804,42,12,2,90.0,67.0
11601,42,3,28,88.0,77.0
11902,44,3,26,91.0,73.0
10002,45,5,1,90.0,75.0
32812,44,12,21,83.0,60.0
82404,43,4,14,95.0,64.0
16101,44,7,6,56.0,46.0
12001,43,4,26,86.0,60.0
11501,44,1,23,83.0,75.0
31401,45,1,22,84.0,67.0
22504,44,1,3,80.0,72.0
81702,44,5,10,88.0,73.0
10802,43,7,7,85.0,76.0
20501,45,4,19,84.0,75.0
33206,45,9,17,89.0,67.0
61501,43,12,26,87.0,75.0
11604,45,11,11,84.0,75.0
10803,43,11,16,86.0,73.0
81601,44,11,12,83.0,73.0
10705,43,7,31,90.0,75.0
20501,43,8,7,85.0,77.0
33117,45,4,29,64.0,56.0
11801,45,3,19,93.0,74.0
50802,45,8,8,79.0,63.0
33401,45,11,9,85.0,61.0
20501,43,11,15,89.0,76.0
50401,44,6,7,92.0,73.0
21501,44,9,18,82.0,68.0
31701,42,12,10,84.0,64.0
11604,42,6,8,83.0,80.0
32906,44,10,21,87.0,66.0
10102,45,8,22,78.0,74.0
22507,44,11,9,85.0,65.0
81702,42,9,12,81.0,64.0
82503,44,2,25,95.0,70.0
11604,43,7,23,84.0,75.0
20501,44,12,1,85.0,76.0
33501,45,12,12,55.0,34.0
13002,44,1,7,64.0,38.0
80412,44,9,26,84.0,70.0
33405,45,11,8,82.0,55.0
32805,43,6,5,109.0,85.0
10701,44,10,7,90.0,75.0
33023,43,4,14,71.0,48.0
12001,45,3,3,75.0,40.0
50303,44,8,7,81.0,68.0
33303,44,8,27,95.0,71.0
10705,45,7,25,83.0,74.0
15027,45,9,14,69.0,53.0
11610,42,7,11,86.0,72.0
40601,44,7,12,91.0,78.0
11801,43,6,8,84.0,74.0
12702,44,9,21,84.0,69.0
10704,44,4,11,88.0,74.0
11801,44,10,21,90.0,74.0
22504,45,4,3,83.0,67.0
33003,44,7,3,95.0,58.0
22502,45,9,18,86.0,69.0
10502,42,9,30,89.0,70.0
33501,44,10,4,79.0,54.0
80509,44,8,15,85.0,71.0
10705,43,6,15,88.0,72.0
50401,45,5,3,85.0,74.0
10102,42,9,30,87.0,72.0
82403,44,7,4,83.0,57.0
10807,45,6,2,87.0,69.0
31101,45,4,10,106.0,68.0
40601,44,10,5,90.0,78.0
80504,44,12,24,89.0,75.0
32805,44,2,4,84.0,47.0
34018,45,10,21,66.0,56.0
50303,45,12,20,90.0,72.0
22504,41,1,2,80.0,68.0
50801,43,12,14,80.0,71.0
11610,42,9,5,86.0,70.0
60701,43,2,26,88.0,77.0
32601,42,11,3,94.0,66.0
82502,44,6,11,70.0,50.0
10806,45,6,16,78.0,64.0
41204,45,6,21,91.0,77.0
50301,44,7,16,83.0,73.0
82405,44,12,16,87.0,66.0
34123,44,2,9,44.0,38.0
82502,43,5,28,73.0,50.0
32801,43,3,27,90.0,64.0
10701,40,11,18,86.0,73.0
10806,45,6,27,79.0,64.0
82403,43,4,20,95.0,69.0
10701,43,8,14,84.0,74.0
81601,43,12,3,86.0,76.0
34123,45,4,29,71.0,51.0
10002,43,6,15,81.0,72.0
10002,43,12,29,85.0,76.0
22502,43,4,25,83.0,66.0
12001,43,11,27,70.0,35.0
10803,40,12,3,86.0,74.0
80412,44,5,24,87.0,72.0
11103,45,2,5,75.0,65.0
22504,41,12,26,84.0,69.0
10002,45,11,10,86.0,72.0
32906,45,10,11,90.0,70.0
32801,45,6,24,103.0,81.0
11902,43,12,23,87.0,56.0
10804,45,3,23,90.0,72.0
21501,45,2,11,82.0,62.0
16504,44,5,9,25.0,11.0
11615,45,11,23,86.0,66.0
50301,43,11,24,87.0,72.0
50304,45,4,9,86.0,74.0
33031,44,12,18,62.0,41.0
31701,42,10,6,92.0,67.0
11610,42,2,25,88.0,72.0
16202,42,2,17,49.0,44.0
32603,45,8,6,94.0,80.0
11604,42,1,20,83.0,77.0
32803,42,12,4,79.0,51.0
33013,44,7,30,94.0,58.0
11704,44,2,14,86.0,65.0
16504,45,10,6,53.0,36.0
10701,42,10,19,86.0,72.0
33117,44,9,25,89.0,69.0
43305,45,11,30,61.0,48.0
81702,44,3,10,86.0,73.0
34104,44,1,30,66.0,43.0
33031,45,10,10,86.0,59.0
10703,44,10,12,85.0,76.0
10701,41,6,15,87.0,73.0
22507,43,5,9,81.0,64.0
10718,44,7,9,90.0,76.0
11606,44,9,13,88.0,78.0
10102,45,2,18,92.0,73.0
10102,45,6,29,84.0,74.0
11610,44,9,13,87.0,72.0
33117,45,1,18,55.0,49.0
33501,44,5,7,93.0,66.0
10705,44,5,17,89.0,76.0
22508,44,12,23,77.0,62.0
10505,44,7,26,88.0,69.0
82405,44,7,4,71.0,45.0
22508,43,2,24,76.0,57.0
16201,44,9,19,49.0,40.0
16504,45,6,8,44.0,34.0
31001,43,6,5,98.0,78.0
31101,44,10,15,100.0,70.0
34104,45,12,11,43.0,38.0
33044,44,1,12,55.0,32.0
34150,45,6,17,86.0,59.0
13005,45,10,17,89.0,69.0
32805,43,7,8,91.0,78.0
21501,45,8,6,81.0,70.0
61502,44,1,1,85.0,72.0
34111,44,10,24,70.0,52.0
32815,45,4,13,98.0,76.0
11601,45,2,5,85.0,75.0
11606,44,3,19,85.0,76.0
50403,43,9,6,91.0,74.0
32906,45,10,30,87.0,62.0
10718,45,9,8,90.0,72.0
11606,44,12,6,85.0,77.0
11501,43,12,7,80.0,72.0
10803,41,8,31,85.0,71.0
11801,43,8,8,92.0,73.0
22508,45,11,26,82.0,63.0
50801,43,1,19,83.0,76.0
13601,45,1,20,66.0,60.0
33305,45,11,19,62.0,47.0
10705,44,12,21,90.0,74.0
10806,44,10,23,66.0,60.0
12801,44,6,26,91.0,71.0
33205,45,11,27,74.0,55.0
22508,43,3,3,72.0,61.0
16405,42,7,25,58.0,41.0
15027,45,4,22,56.0,38.0
50401,45,10,21,90.0,70.0
31701,44,11,7,81.0,63.0
61501,45,10,8,83.0,75.0
32801,44,2,20,76.0,53.0
41204,45,5,31,96.0,77.0
10703,45,11,22,86.0,76.0
33307,45,8,13,94.0,66.0
12101,43,7,11,107.0,78.0
82405,43,11,14,83.0,72.0
11610,44,6,13,82.0,71.0
16202,44,5,10,49.0,39.0
13013,45,7,8,93.0,62.0
22508,44,3,20,78.0,63.0
80411,45,6,14,85.0,74.0
32815,45,5,20,97.0,74.0
22507,44,4,15,83.0,65.0
11901,45,9,9,73.0,58.0
22504,40,8,18,86.0,74.0
81702,43,11,9,87.0,69.0
22504,43,10,24,84.0,74.0
32601,43,4,19,104.0,69.0
12701,43,7,30,93.0,72.0
60701,43,3,23,86.0,77.0
81702,44,10,7,86.0,69.0
41207,45,11,8,87.0,73.0
31401,44,2,4,84.0,67.0
20501,42,12,29,83.0,74.0
22502,42,4,22,80.0,60.0
22507,42,12,30,83.0,66.0
32503,45,12,12,76.0,69.0
10705,43,9,30,88.0,72.0
32701,45,8,5,96.0,78.0
12801,43,8,26,92.0,73.0
16407,42,5,13,49.0,44.0
10102,43,2,18,88.0,71.0
16407,45,1,31,35.0,25.0
12801,45,10,20,87.0,66.0
34002,43,12,18,54.0,51.0
12702,44,8,30,88.0,80.0
10101,45,3,29,92.0,69.0
10806,44,3,15,77.0,57.0
16504,43,5,15,44.0,27.0
42401,45,7,3,87.0,77.0
80504,44,3,8,88.0,75.0
42204,45,9,30,87.0,78.0
32504,44,8,19,103.0,85.0
50302,43,10,9,87.0,77.0
11604,42,6,2,85.0,79.0
11701,45,12,8,90.0,72.0
32503,45,5,18,95.0,80.0
50801,43,9,23,77.0,68.0
16504,44,6,10,54.0,39.0
32803,44,5,24,105.0,81.0
11615,44,8,15,87.0,74.0
22502,41,2,16,80.0,57.0
34022,45,8,23,70.0,56.0
33109,44,6,17,86.0,68.0
10704,44,5,14,88.0,74.0
31401,45,4,22,91.0,72.0
11901,43,3,19,77.0,55.0
11901,45,12,17,73.0,55.0
33023,43,12,22,60.0,51.0
22509,41,7,22,84.0,75.0
82405,44,2,29,88.0,66.0
10505,44,9,29,91.0,69.0
10001,42,11,13,90.0,73.0
40601,44,5,9,88.0,76.0
22502,42,3,6,70.0,58.0
31501,44,10,5,83.0,62.0
31101,44,3,12,107.0,62.0
16504,44,9,9,49.0,40.0
33303,45,1,10,66.0,46.0
32904,45,8,4,84.0,77.0
22509,40,5,11,82.0,70.0
32601,45,7,17,90.0,80.0
80411,45,2,8,92.0,74.0
34139,45,6,15,90.0,51.0
10803,44,8,10,81.0,74.0
13007,44,5,27,75.0,58.0
10703,45,9,7,84.0,75.0
13002,43,10,16,78.0,57.0
32906,45,10,4,80.0,73.0
13005,44,5,3,92.0,62.0
31001,44,9,8,89.0,69.0
32904,44,8,15,98.0,78.0
10802,44,4,3,88.0,78.0
11701,43,6,20,93.0,69.0
34012,44,11,8,60.0,53.0
16504,44,12,15,-3.0,-12.0
32501,43,7,27,87.0,70.0
22502,41,11,28,76.0,67.0
32907,44,12,29,78.0,50.0
10101,44,7,27,79.0,70.0
12701,43,11,17,82.0,70.0
22508,43,9,30,83.0,67.0
11701,42,9,25,91.0,75.0
16407,44,5,23,44.0,32.0
10804,44,2,11,93.0,67.0
12001,44,12,5,69.0,44.0
33013,43,8,5,86.0,65.0
22502,40,5,31,83.0,70.0
11606,45,7,12,88.0,79.0
20501,42,1,19,85.0,79.0
11610,42,11,6,89.0,74.0
32805,45,4,6,104.0,68.0
80509,45,4,18,89.0,73.0
50304,44,6,28,82.0,72.0
22508,43,5,22,85.0,63.0
11701,44,4,2,93.0,72.0
33303,45,7,19,96.0,69.0
34002,44,9,9,75.0,67.0
22504,42,1,21,82.0,60.0
22508,43,1,24,78.0,62.0
10701,40,12,18,89.0,74.0
22508,44,9,2,82.0,69.0
13005,44,11,8,74.0,54.0
11610,41,10,10,92.0,73.0
33303,43,12,1,76.0,60.0
10502,42,1,21,90.0,67.0
13601,44,7,21,84.0,77.0
10101,43,11,15,89.0,72.0
10804,44,11,15,89.0,71.0
50304,45,9,6,81.0,69.0
61501,43,10,15,84.0,71.0
34123,45,4,18,74.0,40.0
33305,45,6,7,87.0,56.0
11801,43,2,7,90.0,72.0
11801,45,3,3,92.0,72.0
42401,45,7,13,90.0,80.0
50801,45,11,15,79.0,71.0
82502,43,4,13,82.0,64.0
11606,42,12,13,80.0,71.0
31701,45,5,26,86.0,67.0
33023,44,1,9,66.0,33.0
10803,43,7,25,80.0,70.0
22507,44,9,28,89.0,65.0
16202,42,12,6,43.0,29.0
10001,42,10,20,85.0,72.0
11902,45,2,20,89.0,61.0
11704,45,9,9,90.0,71.0
80509,44,8,5,89.0,72.0
13007,44,12,31,54.0,32.0
33405,44,9,22,95.0,59.0
32501,45,5,2,91.0,73.0
10803,43,10,14,87.0,71.0
82403,43,2,13,95.0,76.0
11610,45,4,25,81.0,72.0
33014,44,1,18,56.0,33.0
16201,43,8,12,56.0,42.0
11601,44,12,10,85.0,71.0
10718,45,3,15,93.0,75.0
10703,45,6,25,88.0,77.0
81404,42,8,31,88.0,76.0
50801,44,6,4,74.0,67.0
16407,44,6,25,48.0,40.0
13002,45,9,4,77.0,66.0
22507,45,1,21,83.0,63.0
12101,44,8,8,109.0,81.0
13007,44,4,11,79.0,45.0
33031,44,3,29,67.0,54.0
32501,44,1,31,79.0,69.0
16405,41,8,31,63.0,50.0
10807,45,5,28,84.0,69.0
34111,44,5,9,71.0,55.0
32907,45,3,19,80.0,63.0
32904,45,1,30,76.0,45.0
11610,43,7,12,87.0,74.0
10701,42,10,10,88.0,72.0
50302,43,12,8,89.0,74.0
82501,44,7,16,66.0,41.0
13601,45,12,31,73.0,68.0
82502,44,10,15,87.0,55.0
22502,44,1,18,79.0,62.0
32701,45,7,20,98.0,78.0
80412,44,7,24,80.0,71.0
10718,43,10,14,87.0,72.0
60701,43,12,30,86.0,78.0
16202,41,12,6,32.0,24.0
31001,44,1,30,74.0,50.0
32701,44,9,15,101.0,78.0
32907,44,6,1,94.0,73.0
34104,45,10,31,71.0,62.0
34123,44,9,27,76.0,49.0
34012,44,10,13,64.0,52.0
50302,45,7,23,87.0,70.0
81601,45,5,30,79.0,75.0
32504,45,8,11,99.0,84.0
32603,45,7,6,105.0,81.0
32803,43,3,23,105.0,77.0
22508,40,4,29,79.0,65.0
33501,45,5,1,78.0,45.0
13201,45,8,16,79.0,67.0
16405,43,11,15,60.0,34.0
31701,45,4,8,96.0,70.0
31401,44,11,16,86.0,76.0
33044,43,9,20,95.0,59.0
42204,45,7,10,90.0,79.0
11601,42,3,4,88.0,77.0
22504,40,1,15,78.0,63.0
12702,45,5,26,75.0,69.0
34139,45,5,7,78.0,52.0
50401,44,10,4,91.0,70.0
10807,45,2,5,89.0,65.0
33205,45,12,4,66.0,49.0
82502,44,6,19,71.0,39.0
50301,43,11,17,87.0,75.0
22504,45,6,17,90.0,71.0
33405,45,1,6,58.0,42.0
31101,45,1,3,94.0,55.0
10802,43,6,20,93.0,77.0
10102,44,8,16,81.0,71.0
32801,43,11,2,90.0,64.0
16201,43,10,22,43.0,35.0
10802,44,4,12,89.0,74.0
10102,43,11,21,92.0,72.0
11101,43,4,5,88.0,64.0
20501,45,11,23,86.0,74.0
40601,44,6,4,88.0,79.0
32702,43,9,9,91.0,75.0
33305,44,10,31,87.0,53.0
31401,44,5,19,97.0,79.0
32701,45,7,10,105.0,85.0
11704,42,8,29,88.0,75.0
11615,44,7,17,87.0,70.0
50802,45,8,25,77.0,62.0
11604,44,2,20,81.0,69.0
11704,42,6,7,85.0,74.0
22504,40,4,30,83.0,71.0
10704,44,3,1,92.0,74.0
16101,44,2,15,36.0,31.0
50302,45,4,13,85.0,70.0
10718,45,9,12,91.0,74.0
10803,43,11,23,87.0,74.0
11902,44,9,3,86.0,74.0
61501,45,12,18,85.0,73.0
22508,41,9,26,83.0,72.0
34123,45,4,26,69.0,45.0
10701,44,7,31,90.0,72.0
10701,45,10,8,87.0,72.0
50801,44,1,4,81.0,72.0
12101,44,7,6,111.0,86.0
34109,44,7,28,90.0,64.0
22509,40,5,22,82.0,68.0
33003,44,4,30,66.0,52.0
22504,45,9,10,89.0,74.0
33303,43,11,30,76.0,59.0
32801,44,6,19,102.0,83.0
20501,44,4,13,87.0,76.0
11901,42,12,8,76.0,56.0
32803,43,10,5,93.0,75.0
10803,42,2,13,93.0,74.0
12801,44,9,24,88.0,72.0
62701,43,4,15,85.0,66.0
32812,45,2,17,85.0,56.0
33401,45,1,12,61.0,47.0
32504,45,3,9,89.0,55.0
22502,44,10,29,79.0,68.0
22504,40,6,18,85.0,73.0
13601,43,9,9,85.0,76.0
11103,44,7,4,87.0,78.0
32601,45,3,5,80.0,51.0
11701,43,7,14,96.0,73.0
31701,45,5,12,98.0,67.0
41207,45,7,6,87.0,74.0
10807,45,9,24,86.0,67.0
33044,43,10,18,75.0,50.0
82405,44,9,2,77.0,53.0
31302,44,1,30,69.0,48.0
13002,43,12,3,65.0,49.0
11701,44,2,17,93.0,64.0
82501,43,9,20,80.0,40.0
10001,44,6,10,88.0,70.0
11615,45,2,10,86.0,64.0
11801,45,12,19,88.0,71.0
22502,43,2,27,77.0,61.0
13005,43,2,22,68.0,42.0
80411,44,8,14,87.0,73.0
10705,45,10,28,88.0,74.0
10102,42,11,11,87.0,72.0
80425,45,3,18,89.0,72.0
11606,43,11,26,86.0,71.0
16405,42,3,19,35.0,17.0
32701,45,11,7,90.0,55.0
33019,44,6,16,80.0,60.0
82502,45,5,2,83.0,51.0
10718,45,11,26,88.0,74.0
80509,44,8,13,87.0,70.0
34104,44,7,13,78.0,58.0
82503,44,1,7,94.0,72.0
20501,42,10,8,82.0,76.0
11610,45,4,24,81.0,72.0
11610,42,8,5,88.0,72.0
10804,43,8,31,90.0,70.0
33501,45,7,4,99.0,63.0
33023,44,4,16,71.0,52.0
81702,42,12,13,86.0,73.0
50303,44,11,12,86.0,77.0
10804,42,5,18,88.0,75.0
32803,43,12,3,81.0,57.0
10001,44,9,29,87.0,72.0
10705,44,5,24,85.0,74.0
11601,42,3,14,87.0,77.0
22507,44,9,14,87.0,67.0
81702,42,12,4,88.0,70.0
31501,44,8,20,82.0,73.0
10704,43,8,23,85.0,74.0
82405,44,2,14,84.0,74.0
11501,44,12,1,85.0,72.0
60701,44,6,11,87.0,79.0
21501,45,8,21,83.0,66.0
22502,40,7,19,88.0,72.0
32904,43,11,30,80.0,57.0
33307,45,11,17,72.0,58.0
33014,44,1,14,61.0,36.0
33501,44,1,1,56.0,36.0
22507,42,10,21,77.0,68.0
16202,42,9,25,46.0,32.0
81404,44,4,18,85.0,73.0
32701,45,9,29,92.0,71.0
16405,44,3,26,26.0,-4.0
21501,45,9,2,81.0,67.0
11801,45,9,7,89.0,75.0
11601,44,9,11,88.0,78.0
11606,43,4,23,87.0,75.0
12101,44,5,10,108.0,78.0
33023,45,9,23,91.0,62.0
34022,45,1,7,36.0,22.0
31701,45,6,30,87.0,67.0
22507,42,12,21,84.0,71.0
21501,45,1,30,80.0,59.0
82503,44,12,26,95.0,73.0
16201,45,10,13,50.0,44.0
33019,44,3,31,65.0,50.0
31401,43,8,9,97.0,82.0
10502,44,8,24,88.0,73.0
22508,44,2,1,78.0,59.0
10002,45,10,19,80.0,71.0
81702,43,9,5,86.0,64.0
10718,43,12,17,88.0,73.0
10502,45,12,22,87.0,70.0
11103,45,5,5,82.0,72.0
50403,44,6,13,89.0,74.0
11901,45,3,10,73.0,55.0
22507,43,3,5,78.0,56.0
82405,43,11,12,84.0,59.0
32601,44,1,25,73.0,46.0
11610,41,12,1,85.0,72.0
11103,45,2,8,74.0,64.0
22508,43,8,8,81.0,67.0
10803,42,1,16,90.0,73.0
32301,45,4,21,85.0,52.0
32907,45,5,2,95.0,70.0
50403,44,9,25,90.0,72.0
82506,44,11,15,89.0,65.0
80412,44,5,9,83.0,72.0
21501,44,8,24,81.0,67.0
16504,43,1,4,11.0,6.0
12701,44,5,4,87.0,65.0
10101,45,1,29,80.0,71.0
33303,44,5,17,87.0,61.0
50303,43,8,7,81.0,68.0
13601,43,10,5,82.0,73.0
33023,43,9,21,91.0,76.0
61501,44,6,5,84.0,72.0
16407,45,10,13,43.0,36.0
12101,44,7,29,117.0,88.0
11801,45,10,20,88.0,70.0
22509,41,11,8,85.0,64.0
33014,44,5,26,78.0,51.0
10802,43,12,11,80.0,72.0
32805,43,4,30,109.0,79.0
33003,44,4,14,66.0,52.0
13007,44,6,7,83.0,64.0
30001,44,7,15,82.0,76.0
33307,45,11,2,79.0,45.0
